address, tokens
0xa3EBB1e0b0E1f652207001099a549e1BfaDB4873,	341.276056
0x6B00A9Dd68c1Cfb89402D2530e4852489ff96129,	341.276056
0xa31e556500b1e47199a8543ae6c9826946d4ccfb,	341.276056
0x91B50236DbFA5d3D4ded07c09Ddf31B987468781,	341.276056
0xC912f66E782cDfBf95dcbD8645653208181d36a3,	341.276056
0x3761dc0005C58C1175ba936A1da0C804B16b759b,	341.276056
0xf22cbc97EFF2232034a36C92cEeF01ffb4c991e4,	341.276056
0xDa56C728b2d8e64d85b6A58A1d05aa7897A95AD1,	341.276056
0x030a0FA27ab4e3FD1B0e531dFf5aE436e206aD3C,	341.276056
0x091e8840736f6ec273718be34a7D8945E2591044,	341.276056
0x2bc53dcc72dc9155d8c1b8134b3f3fdd4d78d339,	341.276056
0x33BB3061F1BD6C89837502c670a4275Bce610B7B,	341.276056
0xdd5dD6e0933ae626133C55a2395BfEEA2cD77D42,	341.276056
0x4832C1D8352841b26577695dEc7B741187D5d1fA,	341.276056
0xD563bFD598BA5dE849A2EcDE017393f52529F3b8,	341.276056
0xEB2646Dc0c2ae9CfE92f592C0A53272CF2F25110,	341.276056
0xa136D3F79EC445d749d3905702CaC790C79046E1,	341.276056
0xdaC9ed8950C89F67A17142836248055DF1F6e0F4,	341.276056
0xf871F1a8c4Dc66BeF60b02B1A848A131001f2134,	341.276056
0x6da95f064cc7072d3a9c53822b47bdc230840337,	341.276056
0xB4AA0E74CAdA25d161fFdffc6932030ef3c95f65,	341.276056
0x2Dd5f2CEd566e9C1cFeB7A2ac93223e26dBBb744,	341.276056
0xefD4FeA351Ae233D4729de94f01D89caE3FC94C0,	341.276056
0x77939B3A071FEA157af77725755ABBcaB04cf4a1,	341.276056
0xB18448201E476F66b4d113175a621E42E60d33Fe,	341.276056
0x72032019bd540009eeb082ba3870ecafe443874a,	341.276056
0x0b3a3B81c42C7327Dd4c7FB54a641a50a92e0891,	341.276056
0x950e296833EC052637bbD785184B4D9551943d5c,	341.276056
0x2873179C727b6CEb6379c8D1FD441Af977EFeB12,	341.276056
0x7fe7fe8663794cA6Cc3b6BB4680bCE03c026Aa3a,	341.276056
0xFF6615d1736De928A1A2115035964E3Ec3A5A76C,	341.276056
0xD4CdBb8ebFFb6952186aE06909c07107Ce68Ff31,	341.276056
0x6FfF366a2B8b52ddC137f8A6a7B5b89D07aD345D,	341.276056
0x4F48EDB9e057c115276945450C18e298C0E33186,	341.276056
0x25977DA0749df96370178BbEC55B1fA57aCd491C,	341.276056
0xfFe32Bf7694Ad811e7fcc39b159E3E4c10BA775C,	341.276056
0x483A37BCc6d7842395392566dC06334c4CB6a29c,	341.276056
0xfFe1Ce2814116b47B5f4D20A208B773dcc1fEF20,	341.276056
0xfFe1Ce2814116b47B5f4D20A208B773dcc1fEF20,	341.276056
