address, tokens
0xbB1C49546D0E0d522f7F2eA081d5379c302Fe7B3,	1011.718321
0x7bA8366470D8cFD1d48efE0f41f4B5780c75a86D,	607.0309927
0x4B48e77a6a41bDEfD1Df51986c120645a334CA11,	26.97915523
0x336Bbc17477F9E97C111deDB5398Dce9bdFbcFD5,	472.1352165
0x2cAB842F38a6f460752E645b7f03889BE92cBf97,	539.5831046
0xdd60CCa015F62A8cE5a3B8a6aB0d0b3242D9B1e0,	1079.166209
0xB85Fc34B2E0c01f2fdd4aC9bc4721b630FA309C4,	607.0309927
0x60c4C2A46979c6AA8D3B6A34a27f95516ef4e353,	607.0309927
0x083D25cF75Cae34EedEdaC81930D060828aB0e24,	741.9267688
0xb39D88C936B409d1E29E558BD71041E15d2Cc465,	876.822545
0x58b47E3FcBDe6Ac83eBb72ACc535154E283F6293,	269.7915523
0x9dAE69C4515E03F4e674afCc4fEFDF87016f1658,	134.8957762
0xe7cF462F2888462e4F17DA4172E42738B7327E01,	539.5831046
0x718D4F1512242443f16D546365a0D7ac9F505932,	472.1352165
0xD77dCe70fc98b45868F0eA711c385372907CEeA7,	337.2394404
0xD8513FD27dfA2470F9BFBBb7F8f0118F1870f6B2,	337.2394404
0xf2b4679100978c61906924fC1fe2E934555B774b,	337.2394404
0x440d5264d9D3D25A877d0e6856932734773b11c7,	20.23436642
0x004F9c07F3Ff431910b73A3CA7AB1702889F928d,	67.44788808
0xB7E8cEA5f825B7629E7Bab43DAdD553942DE7BFf,	40.46873285
0x489572706fAB7798Df0CEab63F98c881645383f4,	404.6873285
0x31e61BaF1fD78BA3FA1E4998003d9B53e3Caa568,	87.6822545
0xbb353b117a6Af9F561A233D0d2d95cBCe3A27569,	202.3436642
0x5994C6162587C92a0f43b2d359559743CdFe0dB3,	202.3436642
0x9ecc64Ed371803729cb419680aDF7002a47569bC,	876.822545
0xe1eD38d66D1E92F3b576A4f56D7b84bFb56E1168,	134.8957762
0xA4843B422E7CA15C5A5390878EeeE51b37aB2e67,	202.3436642
0x790A3cad8aFc9500530D74283686385398E0a755,	944.2704331
0x8a6c8959642a0cb2823eacdfbe81788e69ad6f04,	539.5831046
0x3f8e70848DcaD208642fa22b8B45c3995b875b9E,	269.7915523
0xf7f115f00605cCc05fF5eC0ACB022C9B775B20B3,	134.8957762
0x1Fd6ea4c21B45b11ad920fBd6e231C94da6B6D69,	269.7915523
0xaE1B5ED4Bff06fD51B7AC71938e1179BB370695b,	337.2394404
0x36808ec4854a02a0aad3d85ca7a000078416d9d2,	539.5831046
0x03e1476bD81EF6de68F209676a54a71801701Ff0,	269.7915523
0x451b8C4E04688fbFF39a4cFE9912Ad85d1A6A25A,	674.4788808
0xb2537DDC68110bC3B2850DA680Af4ae57Bf283a3,	134.8957762
0xF6626bEc0861f392FEfB7B327629968B8e890811,	269.7915523
0x94D86bb881768cF6e5089d49673C136689491947,	33.72394404
0xe303e0c12EC147eA316Dd0214D753Addcc406E88,	741.9267688
0x32456884567479961f09be85A522128cF131B39c,	337.2394404
0x2004a5E618Ea69b556E94E0beC25c1d9698c20f2,	67.44788808
